playerFullName,win,original_col,value
Alex Verdugo,FALSE,1B_num_mean,0.5061728395061729
Alex Verdugo,FALSE,2B_num_median,0
Alex Verdugo,FALSE,2B_num_mean,0.16049382716049382
Alex Verdugo,FALSE,3B_num_median,0
Alex Verdugo,FALSE,3B_num_mean,0.03703703703703707
Alex Verdugo,FALSE,HR_num_median,0
Alex Verdugo,FALSE,HR_num_mean,0.024691358024691336
Alex Verdugo,FALSE,R_num_median,0
Alex Verdugo,FALSE,R_num_mean,0.3580246913580248
Alex Verdugo,FALSE,RBI_num_median,0
Alex Verdugo,FALSE,RBI_num_mean,0.1358024691358025
Alex Verdugo,FALSE,BB_num_median,0
Alex Verdugo,FALSE,BB_num_mean,0.19753086419753085
Alex Verdugo,FALSE,K_num_median,0
Alex Verdugo,FALSE,K_num_mean,0.6049382716049383
Alex Verdugo,FALSE,HBP_num_median,0
Alex Verdugo,FALSE,HBP_num_mean,0.02469135802469133
Alex Verdugo,FALSE,SB_num_median,0
Alex Verdugo,FALSE,SB_num_mean,0
Alex Verdugo,FALSE,CS_num_median,0
Alex Verdugo,FALSE,CS_num_mean,0.024691358024691357
Alex Verdugo,FALSE,XBH_num_median,0
Alex Verdugo,FALSE,XBH_num_mean,0.22222222222222218
Alex Verdugo,FALSE,TB_num_median,0
Alex Verdugo,FALSE,TB_num_mean,1.037037037037037
Alex Verdugo,FALSE,GDP_num_median,0
Alex Verdugo,FALSE,GDP_num_mean,0.09876543209876543
Alex Verdugo,FALSE,SF_num_median,0
Alex Verdugo,FALSE,SF_num_mean,0.012345679012345661
Alex Verdugo,FALSE,SH_num_median,0
Alex Verdugo,FALSE,SH_num_mean,0
Alex Verdugo,TRUE,G_num_median,1
Alex Verdugo,TRUE,G_num_mean,0.8961038961038961
Alex Verdugo,TRUE,GS_num_median,1
Alex Verdugo,TRUE,GS_num_mean,0.8441558441558441
Alex Verdugo,TRUE,P_num_median,18
Alex Verdugo,TRUE,P_num_mean,15.480519480519483
Alex Verdugo,TRUE,PA_num_median,5
Alex Verdugo,TRUE,PA_num_mean,3.9220779220779227
Alex Verdugo,TRUE,AB_num_median,4
Alex Verdugo,TRUE,AB_num_mean,3.441558441558441
Alex Verdugo,TRUE,H_num_median,1
Alex Verdugo,TRUE,H_num_mean,1.1038961038961037
Alex Verdugo,TRUE,1B_num_median,0
Alex Verdugo,TRUE,1B_num_mean,0.6233766233766233
Alex Verdugo,TRUE,2B_num_median,0
Alex Verdugo,TRUE,2B_num_mean,0.3116883116883116
Alex Verdugo,TRUE,3B_num_median,0
Alex Verdugo,TRUE,3B_num_mean,0.02597402597402597
Alex Verdugo,TRUE,HR_num_median,0
Alex Verdugo,TRUE,HR_num_mean,0.14285714285714288
Alex Verdugo,TRUE,R_num_median,1
Alex Verdugo,TRUE,R_num_mean,0.6753246753246754
Alex Verdugo,TRUE,RBI_num_median,0
Alex Verdugo,TRUE,RBI_num_mean,0.5584415584415584
Alex Verdugo,TRUE,BB_num_median,0
Alex Verdugo,TRUE,BB_num_mean,0.37662337662337675
Alex Verdugo,TRUE,K_num_median,0
Alex Verdugo,TRUE,K_num_mean,0.5714285714285715
Alex Verdugo,TRUE,HBP_num_median,0
Alex Verdugo,TRUE,HBP_num_mean,0.05194805194805194
Alex Verdugo,TRUE,SB_num_median,0
Alex Verdugo,TRUE,SB_num_mean,0.06493506493506493
Alex Verdugo,TRUE,CS_num_median,0
Alex Verdugo,TRUE,CS_num_mean,0.012987012987012984
Alex Verdugo,TRUE,XBH_num_median,0
Alex Verdugo,TRUE,XBH_num_mean,0.48051948051948057
Alex Verdugo,TRUE,TB_num_median,1
Alex Verdugo,TRUE,TB_num_mean,1.8961038961038965
Alex Verdugo,TRUE,GDP_num_median,0
Alex Verdugo,TRUE,GDP_num_mean,0.038961038961038974
Alex Verdugo,TRUE,SF_num_median,0
Alex Verdugo,TRUE,SF_num_mean,0.05194805194805194
Alex Verdugo,TRUE,SH_num_median,0
Alex Verdugo,TRUE,SH_num_mean,0
Amed Rosario,FALSE,G_num_median,1
Amed Rosario,FALSE,G_num_mean,0.8714285714285714
Amed Rosario,FALSE,GS_num_median,1
Amed Rosario,FALSE,GS_num_mean,0.7285714285714285
Amed Rosario,FALSE,P_num_median,13
Amed Rosario,FALSE,P_num_mean,12
Amed Rosario,FALSE,PA_num_median,4
Amed Rosario,FALSE,PA_num_mean,3.342857142857143
Amed Rosario,FALSE,AB_num_median,4
Amed Rosario,FALSE,AB_num_mean,3.1428571428571432
Amed Rosario,FALSE,H_num_median,0
Amed Rosario,FALSE,H_num_mean,0.7142857142857142
Amed Rosario,FALSE,1B_num_median,0
Amed Rosario,FALSE,1B_num_mean,0.5285714285714286
Amed Rosario,FALSE,2B_num_median,0
Amed Rosario,FALSE,2B_num_mean,0.1571428571428572
Amed Rosario,FALSE,3B_num_median,0
Amed Rosario,FALSE,3B_num_mean,0.014285714285714292
Amed Rosario,FALSE,HR_num_median,0
Amed Rosario,FALSE,HR_num_mean,0.014285714285714306
Amed Rosario,FALSE,R_num_median,0
Amed Rosario,FALSE,R_num_mean,0.24285714285714283
Amed Rosario,FALSE,RBI_num_median,0
Amed Rosario,FALSE,RBI_num_mean,0.1857142857142857
Amed Rosario,FALSE,BB_num_median,0
Amed Rosario,FALSE,BB_num_mean,0.1714285714285714
Amed Rosario,FALSE,K_num_median,1
Amed Rosario,FALSE,K_num_mean,0.8000000000000002
Amed Rosario,FALSE,HBP_num_median,0
Amed Rosario,FALSE,HBP_num_mean,0.01428571428571429
Amed Rosario,FALSE,SB_num_median,0
Amed Rosario,FALSE,SB_num_mean,0.07142857142857144
Amed Rosario,FALSE,CS_num_median,0
Amed Rosario,FALSE,CS_num_mean,0
Amed Rosario,FALSE,XBH_num_median,0
Amed Rosario,FALSE,XBH_num_mean,0.1857142857142857
Amed Rosario,FALSE,TB_num_median,0
Amed Rosario,FALSE,TB_num_mean,0.9428571428571427
Amed Rosario,FALSE,GDP_num_median,0
Amed Rosario,FALSE,GDP_num_mean,0.11428571428571427
Amed Rosario,FALSE,SF_num_median,0
Amed Rosario,FALSE,SF_num_mean,0.0142857142857143
Amed Rosario,FALSE,SH_num_median,0
Amed Rosario,FALSE,SH_num_mean,0
Amed Rosario,TRUE,G_num_median,1
Amed Rosario,TRUE,G_num_mean,0.8804347826086956
Amed Rosario,TRUE,GS_num_median,1
Amed Rosario,TRUE,GS_num_mean,0.7282608695652175
Amed Rosario,TRUE,P_num_median,13
Amed Rosario,TRUE,P_num_mean,12.3804347826087
Amed Rosario,TRUE,PA_num_median,4
Amed Rosario,TRUE,PA_num_mean,3.380434782608696
Amed Rosario,TRUE,AB_num_median,4
Amed Rosario,TRUE,AB_num_mean,3.152173913043479
Amed Rosario,TRUE,H_num_median,1
Amed Rosario,TRUE,H_num_mean,0.9130434782608697
Amed Rosario,TRUE,1B_num_median,0
Amed Rosario,TRUE,1B_num_mean,0.6304347826086958
Amed Rosario,TRUE,2B_num_median,0
Amed Rosario,TRUE,2B_num_mean,0.15217391304347827
Amed Rosario,TRUE,3B_num_median,0
Amed Rosario,TRUE,3B_num_mean,0.07608695652173912
Amed Rosario,TRUE,HR_num_median,0
Amed Rosario,TRUE,HR_num_mean,0.054347826086956506
Amed Rosario,TRUE,R_num_median,0
Amed Rosario,TRUE,R_num_mean,0.576086956521739
Amed Rosario,TRUE,RBI_num_median,0
Amed Rosario,TRUE,RBI_num_mean,0.48913043478260876
Amed Rosario,TRUE,BB_num_median,0
Amed Rosario,TRUE,BB_num_mean,0.1847826086956521
Amed Rosario,TRUE,K_num_median,0
Amed Rosario,TRUE,K_num_mean,0.46739130434782605
Amed Rosario,TRUE,HBP_num_median,0
Amed Rosario,TRUE,HBP_num_mean,0.02173913043478262
Amed Rosario,TRUE,SB_num_median,0
Amed Rosario,TRUE,SB_num_mean,0.10869565217391301
Amed Rosario,TRUE,CS_num_median,0
Amed Rosario,TRUE,CS_num_mean,0.021739130434782605
Amed Rosario,TRUE,XBH_num_median,0
Amed Rosario,TRUE,XBH_num_mean,0.28260869565217395
Amed Rosario,TRUE,TB_num_median,1
Amed Rosario,TRUE,TB_num_mean,1.3804347826086958
Amed Rosario,TRUE,GDP_num_median,0
Amed Rosario,TRUE,GDP_num_mean,0.07608695652173908
Amed Rosario,TRUE,SF_num_median,0
Amed Rosario,TRUE,SF_num_mean,0.021739130434782605
Amed Rosario,TRUE,SH_num_median,0
Amed Rosario,TRUE,SH_num_mean,0
Andrew Benintendi,FALSE,G_num_median,1
Andrew Benintendi,FALSE,G_num_mean,0.9108910891089109
Andrew Benintendi,FALSE,GS_num_median,1
Andrew Benintendi,FALSE,GS_num_mean,0.8712871287128713
Andrew Benintendi,FALSE,P_num_median,15
Andrew Benintendi,FALSE,P_num_mean,14.445544554455445
Andrew Benintendi,FALSE,PA_num_median,4
Andrew Benintendi,FALSE,PA_num_mean,3.7128712871287126
Andrew Benintendi,FALSE,AB_num_median,4
Andrew Benintendi,FALSE,AB_num_mean,3.3564356435643563
Andrew Benintendi,FALSE,H_num_median,1
